x2_m,Q_v0_N,Q_vminus_N,Q_vplus_N
1.37144e-5,-2.3386816999817692e-5,-1.3214184325749287e-5,-3.3559449673886094e-5
1.3714800000000001e-5,-2.6640457061135327e-5,-1.5052578986306497e-5,-3.8228335135964154e-5
1.37152e-5,-3.0032914671232116e-5,-1.696940931757643e-5,-4.30964200248878e-5
1.3715600000000001e-5,-3.355870720064257e-5,-1.8961577485580772e-5,-4.8155836915704364e-5
1.3716e-5,-3.721295658679624e-5,-2.1026327252993206e-5,-5.339958592059927e-5
1.3716400000000001e-5,-4.0991285446460076e-5,-2.3161185279858737e-5,-5.882138561306141e-5
1.37168e-5,-4.488973665215777e-5,-2.536391568209477e-5,-6.441555762222076e-5
1.3717200000000001e-5,-4.89047099527053e-5,-2.7632484220378992e-5,-7.01769356850316e-5
1.37176e-5,-5.3032911246668905e-5,-2.9965029638280754e-5,-7.610079285505705e-5
1.3717933333333335e-5,-5.655738008869329e-5,-3.195644988710014e-5,-8.115831029028644e-5
1.3718000000000001e-5,-5.727131142938154e-5,-3.2359840409711975e-5,-8.218278244905109e-5
1.37184e-5,-6.161711260423132e-5,-3.481533564739098e-5,-8.841888956107165e-5
1.3718800000000002e-5,-6.606772004366628e-5,-3.7330049260051614e-5,-9.480539082728094e-5
1.37192e-5,-7.062071869776155e-5,-3.990261667914813e-5,-0.00010133882071637497
1.3719600000000002e-5,-7.527385334312839e-5,-4.253176364245171e-5,-0.00010801594304380505
1.372e-5,-8.002501167613413e-5,-4.521629664126241e-5,-0.00011483372671100584
1.3720400000000002e-5,-8.487220981160068e-5,-4.795509472678138e-5,-0.00012178932489641997
1.37208e-5,-8.981357976310652e-5,-5.0747102436142854e-5,-0.00012888005709007017
1.3721200000000002e-5,-9.484735856999447e-5,-5.359132364887934e-5,-0.0001361033934911096
1.3721600000000001e-5,-9.997187880187002e-5,-5.648681622170628e-5,-0.00014345694138203374
1.3722e-5,-0.00010518556022439826,-5.943268727947186e-5,-0.00015093843316932464
1.3722400000000001e-5,-0.0001104869024493698,-6.242808906224538e-5,-0.00015854571583649423
1.37228e-5,-0.00011587447842448743,-6.547221524687057e-5,-0.00016627674160210428
1.3723200000000001e-5,-0.00012134692864356453,-6.856429767557113e-5,-0.0001741295596115579
1.37236e-5,-0.00012690295597720183,-7.170360343514316e-5,-0.0001821023085192605
1.3724000000000001e-5,-0.00013254132104155393,-7.488943224018297e-5,-0.00019019320984292487
1.37244e-5,-0.0001382608380345573,-7.812111408044327e-5,-0.0001984005619886713
1.3724800000000001e-5,-0.00014406037098128185,-8.139800709935524e-5,-0.00020672273486320846
1.37252e-5,-0.00014993883033743,-8.471949567491354e-5,-0.00021515816499994647
1.3725600000000001e-5,-0.00015589516990888787,-8.808498867913949e-5,-0.00022370535113863625
1.3726e-5,-0.0001619283840497805,-9.149391789490636e-5,-0.0002323628502046546
1.3728000000000001e-5,-0.000193214909848648,-0.00010917165141553762,-0.0002772581682817584
1.373e-5,-0.00022629184971893656,-0.00012786101732544856,-0.00032472268211242454
1.3732000000000002e-5,-0.0002610670433735068,-0.00014750994256904626,-0.0003746241441779673
1.3734000000000001e-5,-0.0002974612597317775,-0.0001680736594422376,-0.0004268488600213173
1.3736e-5,-0.00033540542774554996,-0.0001895131409341011,-0.0004812977145569988
1.3738000000000001e-5,-0.00037483863313775257,-0.00021179396883008018,-0.0005378832974454249
1.374e-5,-0.00041570662832470813,-0.00023488549177775087,-0.0005965277648716654
1.3742000000000002e-5,-0.00045796069785634805,-0.0002587601842298477,-0.0006571612114828483
1.3744000000000001e-5,-0.0005015567771799474,-0.0002833931485219324,-0.0007197204058379623
1.3746e-5,-0.0005464547563104319,-0.00030876172142727865,-0.0007841477911935849
1.3748000000000001e-5,-0.0005926179213100036,-0.00033484515857774995,-0.0008503906840422571
1.375e-5,-0.0006400125003661182,-0.0003616243779855761,-0.0009184006227466603
1.3752000000000001e-5,-0.0006886072905475041,-0.0003890817491504058,-0.0009881328319446023
1.3754e-5,-0.0007383733476826648,-0.00041720091783227096,-0.0010595457775330586
1.3756e-5,-0.0007892837262628582,-0.0004459666590897323,-0.0011326007934359841
1.3758000000000001e-5,-0.000841313259446674,-0.00047536475297651435,-0.0012072617659168335
1.376e-5,-0.0008944383715493913,-0.0005053818785929192,-0.0012834948645058632
1.3762000000000001e-5,-0.000948636917097765,-0.0005360055231474266,-0.0013612683110481032
1.3763966666666669e-5,-0.0010029586725747574,-0.0005666987846449983,-0.0014392185605045164
1.3764e-5,-0.001003888041796949,-0.000567223903399244,-0.0014405521801946538
1.3766000000000002e-5,-0.0010601720617175508,-0.000599025897395724,-0.0015213182260393776
1.3768000000000001e-5,-0.0011174703577415423,-0.0006314009848314479,-0.0016035397306516366
1.377e-5,-0.0011757652828760501,-0.0006643391946780099,-0.00168719137107409
1.3772000000000001e-5,-0.0012350400804845283,-0.0006978310589824179,-0.0017722491019866386
1.3774e-5,-0.00129527881183573,-0.0007318675719303011,-0.0018586900517411585
1.3776000000000002e-5,-0.0013564662916485714,-0.0007664401534270158,-0.0019464924298701267
1.3778000000000001e-5,-0.001418588030531637,-0.0008015406165744076,-0.0020356354444888663
1.378e-5,-0.0014816301833983612,-0.0008371611385239936,-0.0021260992282727286
1.3782000000000001e-5,-0.0015455795030820119,-0.0008732942342681735,-0.00221786477189585
1.3784e-5,-0.001610423298495704,-0.0009099327329995051,-0.0023109138639919027
1.3786000000000002e-5,-0.0016761493967809085,-0.0009470697567235876,-0.002405229036838229
1.3788e-5,-0.0017427461089672505,-0.0009846987008559189,-0.0025007935170785816
1.379e-5,-0.0018102021987370341,-0.001022813216573007,-0.0025975911809010613
1.3792000000000001e-5,-0.0018785068539414213,-0.0010614071947182397,-0.0026956065131646025
1.3794e-5,-0.001947649660564637,-0.0011004747510909574,-0.002794824570038316
1.3796000000000001e-5,-0.002017620578872738,-0.0011400102129698613,-0.0028952309447756145
1.3798e-5,-0.0020884099215154233,-0.0011800081067399437,-0.0029968117362909026
1.3800000000000002e-5,-0.002160008333381586,-0.0012204631465103308,-0.003099553520252841
1.3802000000000001e-5,-0.0022324067730303443,-0.0012613702236223118,-0.0032034433224383766
1.3804e-5,-0.002305596495544234,-0.001302724396960929,-0.003308468594127539
1.3806000000000001e-5,-0.0023795690366661955,-0.0013445208839919468,-0.003414617189340444
1.3808e-5,-0.002454316198099798,-0.0013867550524560804,-0.0035218773437435155
1.3810000000000002e-5,-0.002529830033865938,-0.0014294224126601609,-0.0036302376550717153
